3	4
11	6
14	6
8	9
356	15
17	18
19	20
21	20
22	20
23	20
1	24
17	24
18	24
49	24
73	24
76	24
85	24
117	24
144	24
152	24
153	24
165	24
172	24
177	24
202	24
217	24
242	24
285	24
351	24
357	24
25	30
26	30
27	30
28	30
29	30
58	30
39	40
42	43
47	46
48	46
50	49
51	53
52	53
54	55
57	56
129	56
364	59
368	59
65	64
93	64
103	64
196	64
264	64
340	64
355	64
381	64
406	64
5	66
13	66
16	66
19	66
20	66
21	66
22	66
23	66
56	66
57	66
60	66
63	66
72	66
83	66
85	66
86	66
87	66
95	66
96	66
112	66
118	66
129	66
136	66
144	66
150	66
151	66
154	66
155	66
157	66
166	66
167	66
169	66
172	66
173	66
174	66
176	66
177	66
180	66
182	66
209	66
216	66
232	66
233	66
234	66
236	66
237	66
238	66
240	66
245	66
246	66
255	66
270	66
271	66
287	66
289	66
308	66
312	66
318	66
336	66
338	66
345	66
351	66
361	66
362	66
369	66
373	66
382	66
387	66
388	66
390	66
414	66
416	66
67	68
186	69
193	69
75	74
78	77
79	77
80	77
81	77
368	77
87	82
286	82
287	82
308	82
345	82
382	82
388	82
87	88
287	88
382	88
283	90
345	90
95	94
96	97
290	111
291	111
290	113
115	114
400	114
401	114
116	119
117	119
118	119
203	119
395	119
122	123
120	127
197	127
200	127
131	136
132	136
135	136
137	136
140	136
141	136
142	136
132	137
133	137
134	137
135	137
138	137
139	137
140	137
141	137
142	137
264	137
367	137
381	137
5	143
16	143
24	143
44	143
56	143
73	143
76	143
86	143
89	143
121	143
144	143
146	143
172	143
200	143
202	143
272	143
273	143
276	143
280	143
285	143
351	143
369	143
1	148
7	148
147	148
202	148
309	148
318	148
326	148
150	151
60	154
110	154
123	154
124	154
125	154
126	154
128	154
357	154
374	154
155	156
157	156
255	157
159	158
162	160
162	161
165	164
171	169
267	169
172	175
173	175
174	175
176	175
108	181
180	181
182	181
187	188
1	190
57	190
58	190
92	190
107	190
144	190
165	190
171	190
191	190
197	190
200	190
272	190
273	190
285	190
290	190
291	190
292	190
295	190
314	190
357	190
369	190
56	193
136	193
137	193
278	193
294	193
332	193
365	193
422	198
1	203
5	203
205	207
212	213
216	215
218	219
307	222
333	222
334	222
347	222
363	222
366	222
393	222
396	222
397	222
398	222
399	222
162	227
178	227
206	227
211	227
223	227
224	227
231	227
290	227
291	227
293	227
294	227
350	227
352	227
365	227
228	229
369	229
238	233
232	237
234	237
235	237
236	237
239	237
145	241
153	241
277	241
357	241
423	241
245	246
247	251
248	251
249	251
252	251
179	252
247	252
250	252
256	257
237	258
240	258
317	258
318	258
260	261
163	267
325	267
268	269
306	269
168	270
240	270
271	270
7	274
56	274
86	274
89	274
121	274
144	274
146	274
272	274
273	274
280	274
284	274
285	274
375	274
278	279
5	282
7	282
13	282
14	282
18	282
64	282
92	282
149	282
210	282
275	282
278	282
294	282
296	282
312	282
67	292
68	292
118	292
136	292
290	292
291	292
10	298
92	298
183	298
210	298
302	304
303	304
305	304
316	304
314	315
62	324
71	324
162	324
170	324
179	324
185	324
313	324
319	324
320	324
321	324
322	324
323	324
327	324
328	324
360	324
411	324
329	330
149	331
403	331
336	337
338	337
41	339
153	339
155	339
208	339
241	339
243	339
277	339
357	339
409	339
410	339
412	339
423	339
341	342
70	344
84	344
98	344
99	344
100	344
101	344
102	344
103	344
104	344
105	344
106	344
130	344
196	344
214	344
226	344
244	344
281	344
297	344
335	344
343	344
345	344
355	344
394	344
406	344
61	345
91	345
184	345
189	345
194	345
195	345
201	345
225	345
262	345
263	345
46	346
85	346
120	346
127	346
169	346
171	346
197	346
199	346
267	346
288	346
314	346
349	346
422	346
348	349
359	358
2	359
145	359
153	359
277	359
357	359
423	359
369	370
375	376
377	378
36	380
37	380
266	380
379	380
34	385
35	385
37	385
38	385
266	385
383	385
384	385
390	389
392	391
392	401
404	405
407	408
7	413
12	413
13	413
31	413
32	413
33	413
45	413
220	413
221	413
230	413
253	413
254	413
283	413
299	413
300	413
301	413
310	413
311	413
312	413
351	413
353	413
354	413
371	413
372	413
386	413
402	413
416	415
421	417
85	418
86	418
146	418
419	420
